Passenger_ID,Date,vehicle_Type,Route,Departure_Time,Passenger_Count,Ticket_Price,Total_revenue,Day,Payment_Method
P104689,8/18/2025,Bus,Colombo - Negombo,20:00,31,240,7440,Monday,Cash
P101388,4/18/2025,Bus,Colombo - Kalutara,7:30,51,190,9690,Friday,Cash
P105632,12/23/2025,Train,Colombo - Kurunegala,16:00,108,280,30240,Tuesday,Cash
P105427,7/9/2025,Other,Colombo - Ratnapura,18:00,34,340,11560,Wednesday,Card
P101280,4/7/2025,Bus,Colombo - Negombo,17:00,67,230,15410,Monday,Mobile Payment
P105880,6/6/2025,Bus,Colombo - Galle,12:00,57,440,25080,Friday,Card
P101556,1/24/2025,Bus,Galle - Matara,10:00,26,190,4940,Friday,Cash
P105423,3/1/2025,Other,Colombo - Kandy,18:30,21,560,11760,Saturday,Cash
P103191,3/24/2025,Bus,Colombo - Galle,19:00,58,400,23200,Monday,Mobile Payment
P104567,2/28/2025,Bus,Kandy - Colombo,14:00,46,410,18860,Friday,Mobile Payment
P104803,2/24/2025,Other,Colombo - Ratnapura,20:00,23,360,8280,Monday,Cash
P105627,11/22/2025,Bus,Galle - Matara,13:00,22,200,4400,Saturday,Card
P103595,11/2/2025,Bus,Kurunegala - Dambulla,8:00,36,230,8280,Sunday,Cash
P101921,10/16/2025,Train,Colombo - Kandy,9:00,142,360,51120,Thursday,Card
P100514,1/8/2025,Train,Colombo - Kalutara,17:30,162,120,19440,Wednesday,Cash
P104178,2/17/2025,Train,Colombo - Kalutara,9:00,149,130,19370,Monday,Card
P101309,4/16/2025,Bus,Colombo - Kurunegala,7:00,102,380,38760,Wednesday,Cash
P100915,3/9/2025,Train,Kandy - Nuwara Eliya,13:00,142,240,34080,Sunday,Card
P103453,11/5/2025,Train,Kandy - Nuwara Eliya,11:00,120,230,27600,Wednesday,Cash
P103696,11/26/2025,Bus,Colombo - Kurunegala,9:00,33,370,12210,Wednesday,Card
P104243,5/15/2025,Train,Galle - Matara,16:00,224,150,33600,Thursday,Mobile Payment
P103157,3/23/2025,Other,Colombo - Negombo,8:00,42,310,13020,Sunday,Cash
P102199,10/15/2025,Bus,Colombo - Kalutara,16:00,62,190,11780,Wednesday,Card
P100775,8/22/2025,Train,Kurunegala - Dambulla,19:00,156,180,28080,Friday,Cash
P104426,7/16/2025,Bus,Kurunegala - Dambulla,8:00,38,250,9500,Wednesday,Cash
P100944,11/12/2025,Train,Kandy - Colombo,17:00,87,330,28710,Wednesday,Cash
P100823,5/30/2025,Bus,Colombo - Negombo,20:00,44,260,11440,Friday,Cash
P104278,4/22/2025,Bus,Colombo - Negombo,9:00,25,260,6500,Tuesday,Cash
P100165,9/15/2025,Bus,Colombo - Galle,14:00,38,380,14440,Monday,Cash
P104548,3/24/2025,Train,Galle - Matara,15:00,156,160,24960,Monday,Mobile Payment
P103984,6/21/2025,Bus,Galle - Matara,12:00,28,190,5320,Saturday,Card
P102539,1/3/2025,Train,Colombo - Kalutara,17:00,132,140,18480,Friday,Cash
P105725,2/18/2025,Bus,Kandy - Colombo,12:00,46,470,21620,Tuesday,Cash
P101312,1/11/2025,Train,Colombo - Ratnapura,10:00,76,210,15960,Saturday,Card
P105839,8/2/2025,Train,Colombo - Kalutara,17:00,224,140,31360,Saturday,Card
P104998,5/17/2025,Bus,Kandy - Nuwara Eliya,12:00,50,270,13500,Saturday,Mobile Payment
P105569,12/3/2025,Train,Colombo - Kurunegala,19:00,102,240,24480,Wednesday,Card
P103301,5/31/2025,Bus,Galle - Matara,8:00,24,190,4560,Saturday,Cash
P103311,9/3/2025,Train,Colombo - Kalutara,15:00,129,120,15480,Wednesday,Cash
P100328,6/14/2025,Train,Colombo - Kurunegala,21:00,127,240,30480,Saturday,Card
P102491,7/1/2025,Bus,Kurunegala - Dambulla,16:00,32,270,8640,Tuesday,Cash
P105621,2/20/2025,Bus,Kurunegala - Dambulla,17:00,81,240,19440,Thursday,Cash
P104409,7/31/2025,Bus,Colombo - Kandy,15:00,52,480,24960,Thursday,Cash
P100833,10/22/2025,Bus,Colombo - Kandy,19:00,62,430,26660,Wednesday,Card
P103080,3/6/2025,Other,Colombo - Negombo,10:00,33,310,10230,Thursday,Cash
P103463,8/16/2025,Train,Kandy - Nuwara Eliya,14:00,147,230,33810,Saturday,Cash
P105254,4/20/2025,Bus,Colombo - Negombo,15:00,29,270,7830,Sunday,Cash
P100055,12/18/2025,Train,Colombo - Kurunegala,20:00,93,260,24180,Thursday,Card
P104065,9/9/2025,Train,Colombo - Galle,7:30,147,330,48510,Tuesday,Card
P103452,5/14/2025,Train,Kandy - Colombo,14:00,94,360,33840,Wednesday,Mobile Payment
P101902,11/25/2025,Bus,Colombo - Galle,17:30,73,440,32120,Tuesday,Mobile Payment
P101482,1/15/2025,Bus,Colombo - Kalutara,18:30,52,180,9360,Wednesday,Card
P104151,5/10/2025,Bus,Colombo - Ratnapura,21:00,55,290,15950,Saturday,Cash
P103336,8/22/2025,Train,Colombo - Kalutara,9:00,102,150,15300,Friday,Mobile Payment
P100947,9/5/2025,Bus,Colombo - Kurunegala,17:30,79,360,28440,Friday,Mobile Payment
P103294,11/4/2025,Bus,Colombo - Negombo,15:00,39,270,10530,Tuesday,Cash
P102162,7/1/2025,Train,Kandy - Colombo,8:00,173,310,53630,Tuesday,Card
P105077,9/12/2025,Train,Colombo - Negombo,13:00,113,180,20340,Friday,Mobile Payment
P103058,4/22/2025,Bus,Colombo - Kandy,9:00,39,470,18330,Tuesday,Card
P100769,8/3/2025,Bus,Colombo - Galle,18:00,73,360,26280,Sunday,Mobile Payment
P105641,5/21/2025,Train,Galle - Matara,8:30,96,160,15360,Wednesday,Cash
P103496,4/20/2025,Bus,Colombo - Kalutara,10:00,48,170,8160,Sunday,Mobile Payment
P100286,8/3/2025,Bus,Kandy - Colombo,16:00,42,490,20580,Sunday,Cash
P105927,12/5/2025,Train,Colombo - Ratnapura,20:00,58,210,12180,Friday,Cash
P104525,4/1/2025,Train,Kandy - Nuwara Eliya,19:00,93,230,21390,Tuesday,Cash
P105333,10/17/2025,Bus,Galle - Matara,10:00,61,180,10980,Friday,Cash
P102333,4/6/2025,Train,Colombo - Kurunegala,18:00,111,270,29970,Sunday,Cash
P102718,11/18/2025,Other,Colombo - Kurunegala,17:30,27,450,12150,Tuesday,Cash
P102080,3/12/2025,Train,Colombo - Ratnapura,12:00,127,230,29210,Wednesday,Cash
P103390,11/25/2025,Train,Kandy - Colombo,18:30,159,330,52470,Tuesday,Mobile Payment
P100723,8/31/2025,Bus,Kurunegala - Dambulla,7:30,52,250,13000,Sunday,Card
P100952,1/13/2025,Train,Galle - Matara,21:00,150,150,22500,Monday,Cash
P105584,10/29/2025,Train,Kandy - Colombo,11:00,109,370,40330,Wednesday,Card
P102263,9/9/2025,Train,Colombo - Ratnapura,13:00,89,230,20470,Tuesday,Cash
P100990,10/30/2025,Train,Colombo - Galle,10:00,72,270,19440,Thursday,Card
P103213,8/16/2025,Bus,Colombo - Ratnapura,11:00,39,320,12480,Saturday,Cash
P101760,9/6/2025,Bus,Colombo - Negombo,20:00,36,260,9360,Saturday,Cash
P104920,2/27/2025,Bus,Kandy - Colombo,8:30,38,480,18240,Thursday,Card
P104423,8/9/2025,Train,Colombo - Galle,7:30,165,300,49500,Saturday,Mobile Payment
P101725,12/4/2025,Train,Colombo - Kandy,6:30,140,310,43400,Thursday,Card
P100342,1/5/2025,Bus,Colombo - Kalutara,14:00,48,160,7680,Sunday,Cash
P103702,1/15/2025,Train,Kurunegala - Dambulla,14:00,180,190,34200,Wednesday,Mobile Payment
P104244,1/13/2025,Bus,Colombo - Kandy,16:00,45,440,19800,Monday,Card
P100689,5/28/2025,Train,Colombo - Kurunegala,12:00,125,250,31250,Wednesday,Cash
P103433,1/6/2025,Train,Colombo - Kandy,9:00,182,310,56420,Monday,Card
P100967,12/6/2025,Train,Galle - Matara,14:00,85,150,12750,Saturday,Card
P105667,2/4/2025,Train,Colombo - Kalutara,11:00,95,140,13300,Tuesday,Cash
P102204,11/27/2025,Bus,Galle - Matara,14:00,40,200,8000,Thursday,Card
P102714,3/31/2025,Bus,Galle - Matara,11:00,53,200,10600,Monday,Cash
P104758,2/7/2025,Train,Colombo - Kalutara,8:30,108,140,15120,Friday,Cash
P105733,3/14/2025,Train,Colombo - Kurunegala,8:00,105,260,27300,Friday,Card
P105943,3/5/2025,Bus,Colombo - Kurunegala,6:30,79,340,26860,Wednesday,Cash
P103573,1/4/2025,Train,Galle - Matara,17:00,47,160,7520,Saturday,Card
P104806,7/20/2025,Bus,Galle - Matara,17:00,86,200,17200,Sunday,Cash
P101991,4/26/2025,Train,Galle - Matara,10:00,102,160,16320,Saturday,Cash
P104121,3/29/2025,Bus,Colombo - Galle,10:00,63,400,25200,Saturday,Card
P104760,5/14/2025,Other,Galle - Matara,18:30,24,250,6000,Wednesday,Cash
P104915,11/23/2025,Bus,Colombo - Galle,10:00,41,440,18040,Sunday,Mobile Payment
P105554,1/20/2025,Train,Kurunegala - Dambulla,20:00,179,190,34010,Monday,Mobile Payment
P105794,2/24/2025,Other,Kandy - Colombo,18:00,45,580,26100,Monday,Cash
P103601,5/27/2025,Bus,Colombo - Kalutara,18:00,62,190,11780,Tuesday,Mobile Payment
P105473,10/13/2025,Bus,Kurunegala - Dambulla,21:00,25,270,6750,Monday,Card
P105972,2/15/2025,Bus,Kandy - Colombo,21:00,40,420,16800,Saturday,Cash
P104939,3/18/2025,Train,Colombo - Kalutara,6:30,117,130,15210,Tuesday,Cash
P100386,12/27/2025,Train,Colombo - Kandy,20:00,106,340,36040,Saturday,Mobile Payment
P105229,8/22/2025,Bus,Colombo - Kalutara,20:00,35,200,7000,Friday,Cash
P105475,9/29/2025,Bus,Colombo - Kandy,16:00,51,420,21420,Monday,Cash
P100537,9/18/2025,Train,Colombo - Negombo,8:00,107,200,21400,Thursday,Card
P105622,5/17/2025,Other,Colombo - Ratnapura,18:00,16,340,5440,Saturday,Card
P104213,10/11/2025,Bus,Galle - Matara,18:30,30,200,6000,Saturday,Cash
P103508,9/23/2025,Bus,Galle - Matara,8:00,84,220,18480,Tuesday,Mobile Payment
P100202,5/7/2025,Bus,Colombo - Kalutara,7:30,28,190,5320,Wednesday,Mobile Payment
P101333,3/27/2025,Bus,Colombo - Kalutara,18:00,35,200,7000,Thursday,Cash
P103503,9/16/2025,Other,Kurunegala - Dambulla,7:00,25,320,8000,Tuesday,Cash
P102709,8/28/2025,Bus,Kurunegala - Dambulla,20:00,32,240,7680,Thursday,Card
P104663,12/27/2025,Bus,Galle - Matara,8:00,39,200,7800,Saturday,Card
P104022,6/26/2025,Bus,Kandy - Colombo,8:00,56,450,25200,Thursday,Cash
P101855,10/29/2025,Other,Colombo - Kalutara,7:30,30,200,6000,Wednesday,Cash
P105359,12/27/2025,Train,Kurunegala - Dambulla,12:00,109,210,22890,Saturday,Cash
P102873,6/5/2025,Train,Galle - Matara,13:00,129,150,19350,Thursday,Mobile Payment
P103031,1/15/2025,Bus,Colombo - Kurunegala,7:00,64,360,23040,Wednesday,Card
P101206,3/22/2025,Train,Galle - Matara,17:00,104,160,16640,Saturday,Mobile Payment
P101646,7/11/2025,Train,Kandy - Colombo,12:00,112,360,40320,Friday,Cash
P103418,1/14/2025,Train,Galle - Matara,18:30,186,140,26040,Tuesday,Mobile Payment
P103477,5/5/2025,Other,Galle - Matara,9:00,29,250,7250,Monday,Card
P102862,2/21/2025,Bus,Kandy - Nuwara Eliya,10:00,47,310,14570,Friday,Card
P101793,4/26/2025,Bus,Colombo - Ratnapura,8:30,60,280,16800,Saturday,Card
P103798,5/20/2025,Bus,Colombo - Galle,7:30,89,380,33820,Tuesday,Card
P103369,11/21/2025,Bus,Kandy - Nuwara Eliya,10:00,47,300,14100,Friday,Card
P103368,3/18/2025,Bus,Kandy - Colombo,18:00,31,480,14880,Tuesday,Mobile Payment
P103534,3/20/2025,Bus,Colombo - Ratnapura,21:00,46,310,14260,Thursday,Mobile Payment
P105260,8/28/2025,Train,Galle - Matara,19:00,111,140,15540,Thursday,Cash
P103450,5/31/2025,Bus,Colombo - Negombo,7:30,47,270,12690,Saturday,Mobile Payment
P100604,7/9/2025,Bus,Colombo - Kandy,9:00,39,440,17160,Wednesday,Cash
P103057,12/1/2025,Train,Kurunegala - Dambulla,15:00,147,180,26460,Monday,Mobile Payment
P105213,11/24/2025,Bus,Colombo - Kurunegala,16:00,40,380,15200,Monday,Mobile Payment
P100127,1/13/2025,Train,Colombo - Galle,14:00,137,310,42470,Monday,Cash
P103877,10/24/2025,Bus,Kandy - Colombo,15:00,32,420,13440,Friday,Card
P102936,2/3/2025,Bus,Galle - Matara,13:00,39,180,7020,Monday,Card
P104452,5/30/2025,Train,Kandy - Nuwara Eliya,21:00,160,240,38400,Friday,Card
P103532,10/31/2025,Train,Kandy - Colombo,7:30,79,320,25280,Friday,Mobile Payment
P102731,12/10/2025,Train,Colombo - Kandy,9:00,107,320,34240,Wednesday,Cash
P100828,12/9/2025,Bus,Kandy - Colombo,6:30,52,420,21840,Tuesday,Mobile Payment
P101640,11/21/2025,Other,Colombo - Ratnapura,7:00,21,340,7140,Friday,Card
P100985,11/16/2025,Train,Kandy - Nuwara Eliya,6:30,153,200,30600,Sunday,Cash
P103282,6/17/2025,Bus,Kurunegala - Dambulla,18:00,64,270,17280,Tuesday,Card
P105963,6/1/2025,Bus,Kandy - Nuwara Eliya,17:00,66,330,21780,Sunday,Card
P102189,4/7/2025,Train,Galle - Matara,14:00,167,140,23380,Monday,Mobile Payment
P105524,6/20/2025,Bus,Colombo - Galle,17:30,41,420,17220,Friday,Cash
P102444,7/27/2025,Train,Colombo - Negombo,7:00,111,200,22200,Sunday,Card
P100363,10/4/2025,Bus,Colombo - Kurunegala,12:00,38,320,12160,Saturday,Cash
P102350,10/9/2025,Bus,Colombo - Kurunegala,9:00,28,340,9520,Thursday,Card
P100346,12/17/2025,Train,Colombo - Kandy,12:00,74,320,23680,Wednesday,Cash
P100815,8/16/2025,Train,Colombo - Kalutara,12:00,150,140,21000,Saturday,Mobile Payment
P104808,1/15/2025,Other,Colombo - Kalutara,13:00,31,220,6820,Wednesday,Card
P103206,12/1/2025,Train,Colombo - Negombo,8:00,123,180,22140,Monday,Cash
P105415,6/7/2025,Bus,Galle - Matara,12:00,27,190,5130,Saturday,Cash
P105750,2/21/2025,Train,Colombo - Negombo,15:00,196,170,33320,Friday,Cash
P103326,8/29/2025,Train,Kandy - Nuwara Eliya,17:00,142,230,32660,Friday,Cash
P104107,6/5/2025,Other,Galle - Matara,11:00,36,250,9000,Thursday,Cash
P102117,12/20/2025,Bus,Colombo - Kurunegala,18:30,51,320,16320,Saturday,Cash
P101835,10/19/2025,Train,Colombo - Galle,8:30,155,280,43400,Sunday,Mobile Payment
P100794,5/20/2025,Train,Colombo - Galle,18:00,183,300,54900,Tuesday,Mobile Payment
P105936,5/29/2025,Train,Galle - Matara,12:00,33,160,5280,Thursday,Cash
P102675,1/16/2025,Train,Colombo - Kandy,11:00,32,370,11840,Thursday,Card
P100095,7/8/2025,Train,Kurunegala - Dambulla,8:30,161,190,30590,Tuesday,Cash
P104226,6/16/2025,Train,Colombo - Kalutara,12:00,69,140,9660,Monday,Card
P103757,2/4/2025,Bus,Galle - Matara,21:00,27,200,5400,Tuesday,Card
P102892,10/1/2025,Train,Colombo - Kalutara,11:00,21,140,2940,Wednesday,Cash
P102372,7/11/2025,Train,Colombo - Kandy,6:30,134,360,48240,Friday,Cash
P104966,5/21/2025,Bus,Colombo - Kandy,16:00,36,490,17640,Wednesday,Card
P105668,1/2/2025,Train,Colombo - Negombo,20:00,190,210,39900,Thursday,Card
P103229,9/11/2025,Bus,Kandy - Nuwara Eliya,18:30,58,280,16240,Thursday,Card
P105343,1/1/2025,Bus,Kurunegala - Dambulla,8:00,59,240,14160,Wednesday,Cash
P102854,4/20/2025,Other,Kandy - Colombo,17:30,25,500,12500,Sunday,Cash
P102913,11/5/2025,Train,Kandy - Colombo,17:30,166,340,56440,Wednesday,Card
P101866,11/14/2025,Other,Kandy - Nuwara Eliya,13:00,22,360,7920,Friday,Cash
P104613,2/26/2025,Bus,Kandy - Nuwara Eliya,7:30,59,310,18290,Wednesday,Card
P101858,3/16/2025,Bus,Colombo - Kandy,17:30,47,410,19270,Sunday,Card
P102646,2/17/2025,Bus,Colombo - Kalutara,12:00,66,160,10560,Monday,Card
P102244,3/15/2025,Other,Colombo - Kalutara,21:00,34,210,7140,Saturday,Card
P102337,4/7/2025,Bus,Colombo - Negombo,18:30,56,240,13440,Monday,Card
P100951,4/12/2025,Train,Kandy - Colombo,12:00,121,350,42350,Saturday,Cash
P103069,4/4/2025,Bus,Colombo - Negombo,6:30,49,270,13230,Friday,Mobile Payment
P101121,3/10/2025,Train,Kandy - Colombo,18:30,134,370,49580,Monday,Card
P102598,4/23/2025,Bus,Colombo - Ratnapura,13:00,42,300,12600,Wednesday,Card
P102205,4/15/2025,Train,Colombo - Kalutara,20:00,95,140,13300,Tuesday,Cash
P100420,4/19/2025,Train,Kandy - Colombo,8:00,182,360,65520,Saturday,Cash
P100923,10/11/2025,Train,Colombo - Galle,10:00,139,280,38920,Saturday,Card
P101255,10/20/2025,Train,Colombo - Kalutara,12:00,93,130,12090,Monday,Cash
P100478,10/28/2025,Train,Galle - Matara,12:00,137,140,19180,Tuesday,Card
P102036,1/14/2025,Bus,Colombo - Kandy,20:00,40,460,18400,Tuesday,Card
P101203,2/19/2025,Bus,Colombo - Kalutara,9:00,45,170,7650,Wednesday,Card
P102627,1/31/2025,Bus,Colombo - Negombo,13:00,51,250,12750,Friday,Cash
P105774,8/19/2025,Train,Galle - Matara,13:00,54,150,8100,Tuesday,Cash
P101971,11/24/2025,Bus,Kandy - Nuwara Eliya,7:30,76,320,24320,Monday,Card
P103111,9/17/2025,Train,Galle - Matara,18:00,93,150,13950,Wednesday,Cash
P104019,9/10/2025,Bus,Kurunegala - Dambulla,11:00,39,240,9360,Wednesday,Cash
P102152,5/8/2025,Bus,Galle - Matara,18:00,14,190,2660,Thursday,Mobile Payment
P103688,12/17/2025,Bus,Kurunegala - Dambulla,7:00,42,230,9660,Wednesday,Cash
P104917,9/7/2025,Bus,Colombo - Galle,11:00,36,370,13320,Sunday,Mobile Payment
P101998,2/25/2025,Bus,Colombo - Kalutara,8:00,52,170,8840,Tuesday,Cash
P104034,8/6/2025,Other,Colombo - Kandy,15:00,22,500,11000,Wednesday,Card
P105884,11/18/2025,Other,Colombo - Negombo,15:00,24,320,7680,Tuesday,Card
P103055,4/12/2025,Train,Kurunegala - Dambulla,7:30,171,200,34200,Saturday,Cash
P101249,4/13/2025,Other,Colombo - Kalutara,16:00,17,210,3570,Sunday,Card
P102193,2/11/2025,Train,Colombo - Ratnapura,17:30,163,210,34230,Tuesday,Cash
P102713,7/14/2025,Bus,Colombo - Ratnapura,7:00,80,290,23200,Monday,Card
P100993,7/5/2025,Bus,Kandy - Nuwara Eliya,19:00,66,300,19800,Saturday,Cash
P102191,7/1/2025,Bus,Kandy - Colombo,14:00,27,480,12960,Tuesday,Card
P104671,5/10/2025,Bus,Colombo - Galle,17:00,35,410,14350,Saturday,Cash
P103763,2/1/2025,Bus,Kandy - Nuwara Eliya,15:00,32,330,10560,Saturday,Cash
P103598,3/20/2025,Train,Kandy - Colombo,7:00,69,310,21390,Thursday,Card
P104712,9/18/2025,Bus,Colombo - Galle,10:00,44,390,17160,Thursday,Card
P101319,9/17/2025,Bus,Kandy - Colombo,12:00,5,460,2300,Wednesday,Mobile Payment
P101864,12/10/2025,Bus,Colombo - Kandy,21:00,32,450,14400,Wednesday,Cash
P102344,4/1/2025,Bus,Kandy - Colombo,17:00,36,480,17280,Tuesday,Card
P102450,9/2/2025,Bus,Kandy - Nuwara Eliya,7:00,46,310,14260,Tuesday,Cash
P102137,3/15/2025,Bus,Galle - Matara,8:00,46,210,9660,Saturday,Cash
P101066,5/7/2025,Train,Colombo - Galle,17:00,148,300,44400,Wednesday,Cash
P105951,8/27/2025,Bus,Galle - Matara,19:00,60,190,11400,Wednesday,Card
P104228,5/5/2025,Train,Kurunegala - Dambulla,17:00,162,200,32400,Monday,Cash
P102622,2/12/2025,Train,Colombo - Kalutara,8:30,109,120,13080,Wednesday,Cash
P100078,12/7/2025,Bus,Kurunegala - Dambulla,12:00,48,260,12480,Sunday,Cash
P102899,4/2/2025,Bus,Kurunegala - Dambulla,19:00,54,250,13500,Wednesday,Cash
P104821,5/18/2025,Bus,Colombo - Kurunegala,8:00,68,330,22440,Sunday,Cash
P101315,8/1/2025,Bus,Colombo - Kandy,19:00,77,410,31570,Friday,Cash
P105232,2/27/2025,Bus,Kurunegala - Dambulla,19:00,70,250,17500,Thursday,Mobile Payment
P100873,7/8/2025,Train,Kandy - Colombo,10:00,103,320,32960,Tuesday,Cash
P103851,7/13/2025,Bus,Colombo - Galle,15:00,39,380,14820,Sunday,Mobile Payment
P105843,11/7/2025,Bus,Colombo - Kalutara,18:00,45,190,8550,Friday,Cash
P102966,10/20/2025,Train,Colombo - Kurunegala,19:00,201,240,48240,Monday,Card
P103392,6/21/2025,Train,Kandy - Colombo,16:00,89,350,31150,Saturday,Cash
P102561,1/21/2025,Train,Kandy - Nuwara Eliya,8:00,137,240,32880,Tuesday,Cash
P105877,8/2/2025,Train,Kandy - Colombo,18:00,95,350,33250,Saturday,Cash
P102636,1/12/2025,Train,Galle - Matara,7:30,174,160,27840,Sunday,Cash
P103531,5/16/2025,Bus,Colombo - Kurunegala,18:30,41,380,15580,Friday,Cash
P100376,6/23/2025,Bus,Kurunegala - Dambulla,6:30,61,270,16470,Monday,Cash
P101909,9/20/2025,Bus,Colombo - Ratnapura,11:00,59,280,16520,Saturday,Cash
P104430,8/20/2025,Train,Kurunegala - Dambulla,21:00,128,200,25600,Wednesday,Card
P105183,8/23/2025,Bus,Kurunegala - Dambulla,19:00,63,240,15120,Saturday,Cash
P105241,12/18/2025,Other,Colombo - Kalutara,14:00,29,210,6090,Thursday,Cash
P104028,12/28/2025,Bus,Galle - Matara,18:00,74,180,13320,Sunday,Cash
P101605,12/22/2025,Bus,Colombo - Ratnapura,7:00,99,290,28710,Monday,Card
P101119,11/24/2025,Bus,Colombo - Negombo,16:00,42,260,10920,Monday,Card
P103678,12/28/2025,Bus,Galle - Matara,17:30,49,210,10290,Sunday,Card
P103491,1/15/2025,Bus,Colombo - Kandy,15:00,60,460,27600,Wednesday,Cash
P105836,12/24/2025,Train,Kandy - Colombo,12:00,87,370,32190,Wednesday,Card
P102959,5/3/2025,Bus,Colombo - Ratnapura,20:00,65,280,18200,Saturday,Cash
P101995,1/3/2025,Train,Colombo - Ratnapura,6:30,216,220,47520,Friday,Cash
P105946,10/11/2025,Bus,Kandy - Colombo,18:00,91,490,44590,Saturday,Card
P105207,9/25/2025,Train,Colombo - Negombo,18:00,204,190,38760,Thursday,Cash
P102377,5/10/2025,Bus,Colombo - Kalutara,14:00,32,180,5760,Saturday,Cash
P101343,12/19/2025,Train,Colombo - Kalutara,18:30,117,120,14040,Friday,Card
P100321,7/8/2025,Bus,Colombo - Kurunegala,18:00,64,360,23040,Tuesday,Cash
P101620,7/6/2025,Train,Colombo - Negombo,18:30,200,190,38000,Sunday,Card
P103714,4/7/2025,Train,Colombo - Negombo,19:00,166,190,31540,Monday,Cash
P102061,3/15/2025,Bus,Colombo - Galle,13:00,55,370,20350,Saturday,Cash
P102220,12/2/2025,Bus,Colombo - Kurunegala,17:00,46,360,16560,Tuesday,Cash
P101674,9/21/2025,Train,Kandy - Nuwara Eliya,15:00,137,240,32880,Sunday,Cash
P100261,1/10/2025,Train,Kurunegala - Dambulla,15:00,116,170,19720,Friday,Card
P105292,12/14/2025,Bus,Colombo - Negombo,20:00,55,230,12650,Sunday,Card
P102040,1/4/2025,Bus,Kandy - Nuwara Eliya,11:00,36,310,11160,Saturday,Mobile Payment
P104786,7/3/2025,Bus,Kandy - Nuwara Eliya,7:00,57,310,17670,Thursday,Mobile Payment
P100902,7/18/2025,Bus,Kandy - Colombo,11:00,57,430,24510,Friday,Cash
P103745,5/18/2025,Bus,Colombo - Kalutara,7:00,60,180,10800,Sunday,Cash
P102027,11/30/2025,Train,Galle - Matara,8:00,223,160,35680,Sunday,Cash
P104235,9/5/2025,Bus,Kandy - Colombo,20:00,46,430,19780,Friday,Card
P101918,12/8/2025,Train,Colombo - Ratnapura,16:00,85,230,19550,Monday,Cash
P101829,7/7/2025,Train,Colombo - Negombo,21:00,97,180,17460,Monday,Cash
P101574,10/31/2025,Train,Kandy - Colombo,20:00,125,310,38750,Friday,Card
P104416,12/20/2025,Bus,Colombo - Kurunegala,19:00,55,350,19250,Saturday,Cash
P104750,11/24/2025,Train,Colombo - Kalutara,12:00,143,150,21450,Monday,Mobile Payment
P105261,12/24/2025,Bus,Colombo - Kurunegala,18:30,51,350,17850,Wednesday,Mobile Payment
P104655,11/2/2025,Bus,Colombo - Ratnapura,16:00,35,290,10150,Sunday,Mobile Payment
P104209,6/15/2025,Bus,Kandy - Nuwara Eliya,8:00,42,310,13020,Sunday,Card
P104628,3/14/2025,Bus,Colombo - Ratnapura,10:00,19,320,6080,Friday,Mobile Payment
P100225,3/2/2025,Bus,Colombo - Galle,12:00,36,440,15840,Sunday,Card
P100724,2/28/2025,Train,Colombo - Negombo,7:30,28,180,5040,Friday,Card
P105379,8/30/2025,Train,Colombo - Galle,15:00,55,330,18150,Saturday,Cash
P101142,7/16/2025,Bus,Colombo - Kurunegala,19:00,64,370,23680,Wednesday,Cash
P102763,11/5/2025,Train,Colombo - Kandy,20:00,160,350,56000,Wednesday,Cash
P100847,11/20/2025,Bus,Kurunegala - Dambulla,21:00,36,230,8280,Thursday,Cash
P104290,9/25/2025,Train,Colombo - Kandy,20:00,61,350,21350,Thursday,Cash
P105043,3/29/2025,Bus,Kandy - Colombo,15:00,44,420,18480,Saturday,Card
P102552,2/12/2025,Bus,Colombo - Ratnapura,8:00,56,320,17920,Wednesday,Cash
P102929,12/12/2025,Train,Colombo - Kalutara,7:00,128,120,15360,Friday,Card
P100118,1/5/2025,Bus,Colombo - Kurunegala,10:00,65,320,20800,Sunday,Cash
P100646,1/7/2025,Train,Colombo - Kalutara,18:30,79,130,10270,Tuesday,Card
P100004,5/17/2025,Train,Kandy - Nuwara Eliya,14:00,128,230,29440,Saturday,Cash
P104171,5/26/2025,Bus,Colombo - Kurunegala,18:30,48,340,16320,Monday,Card
P100468,9/29/2025,Train,Kandy - Nuwara Eliya,20:00,189,230,43470,Monday,Card
P100006,6/3/2025,Bus,Colombo - Ratnapura,6:30,50,280,14000,Tuesday,Cash
P100920,3/18/2025,Bus,Colombo - Kandy,17:00,38,480,18240,Tuesday,Mobile Payment
P102596,11/13/2025,Train,Colombo - Galle,6:30,192,270,51840,Thursday,Cash
P104325,1/31/2025,Train,Kurunegala - Dambulla,11:00,55,180,9900,Friday,Cash
P101064,2/6/2025,Bus,Colombo - Galle,20:00,47,430,20210,Thursday,Cash
P102591,11/25/2025,Train,Kandy - Colombo,11:00,119,310,36890,Tuesday,Mobile Payment
P100243,4/15/2025,Other,Galle - Matara,14:00,32,260,8320,Tuesday,Cash
P105214,4/8/2025,Train,Colombo - Galle,17:00,173,280,48440,Tuesday,Mobile Payment
P101161,1/25/2025,Train,Colombo - Negombo,9:00,96,180,17280,Saturday,Cash
P102871,2/13/2025,Train,Kandy - Colombo,17:30,158,320,50560,Thursday,Mobile Payment
P103736,11/20/2025,Bus,Colombo - Negombo,8:00,52,270,14040,Thursday,Cash
P102398,11/2/2025,Bus,Colombo - Kurunegala,18:30,56,380,21280,Sunday,Mobile Payment
